enrichment_type,subtype,retrieval_method,strategy,metric,mean,median,std,min,max,count
multi_turn,N/A,bge,lastturn,nDCG@5,0.4943292096303922,0.6131471928,0.37492952457309725,0.0,1.0,102
multi_turn,N/A,bge,lastturn,nDCG@10,0.5368889626137254,0.6131471928,0.3582158826833361,0.0,1.0,102
multi_turn,N/A,bge,rewrite,R@1,0.21274509803529412,0.0,0.26598692729478157,0.0,1.0,102
multi_turn,N/A,bge,rewrite,R@3,0.461437908495098,0.5,0.39987608361417437,0.0,1.0,102
multi_turn,N/A,bge,rewrite,R@5,0.5467320261431372,0.5,0.40616833081816234,0.0,1.0,102
multi_turn,N/A,bge,rewrite,R@10,0.6513071895401961,0.875,0.39272598320251384,0.0,1.0,102
multi_turn,N/A,bge,rewrite,nDCG@1,0.46078431372549017,0.0,0.5009213022408143,0.0,1.0,102
multi_turn,N/A,bge,rewrite,nDCG@3,0.456939016795098,0.469278726,0.38161719711284037,0.0,1.0,102
multi_turn,N/A,bge,rewrite,nDCG@5,0.4943292096303922,0.6131471928,0.37492952457309725,0.0,1.0,102
multi_turn,N/A,bge,rewrite,nDCG@10,0.5368889626137254,0.6131471928,0.3582158826833361,0.0,1.0,102
multi_turn,N/A,bge,questions,R@1,0.21274509803529412,0.0,0.26598692729478157,0.0,1.0,102
multi_turn,N/A,bge,questions,R@3,0.461437908495098,0.5,0.39987608361417437,0.0,1.0,102
multi_turn,N/A,bge,questions,R@5,0.5467320261431372,0.5,0.40616833081816234,0.0,1.0,102
multi_turn,N/A,bge,questions,R@10,0.6513071895401961,0.875,0.39272598320251384,0.0,1.0,102
multi_turn,N/A,bge,questions,nDCG@1,0.46078431372549017,0.0,0.5009213022408143,0.0,1.0,102
multi_turn,N/A,bge,questions,nDCG@3,0.456939016795098,0.469278726,0.38161719711284037,0.0,1.0,102
multi_turn,N/A,bge,questions,nDCG@5,0.4943292096303922,0.6131471928,0.37492952457309725,0.0,1.0,102
multi_turn,N/A,bge,questions,nDCG@10,0.5368889626137254,0.6131471928,0.3582158826833361,0.0,1.0,102
multi_turn,Clarification,elser,lastturn,R@1,0.10247524752178218,0.0,0.21530838527233617,0.0,1.0,101
multi_turn,Clarification,elser,lastturn,R@3,0.22343234323366337,0.0,0.316211762888903,0.0,1.0,101
multi_turn,Clarification,elser,lastturn,R@5,0.3077557755772277,0.0,0.38322146452202177,0.0,1.0,101
multi_turn,Clarification,elser,lastturn,R@10,0.410419613390099,0.3333333333,0.43411962304009855,0.0,1.0,101
multi_turn,Clarification,elser,lastturn,nDCG@1,0.24752475247524752,0.0,0.4337266557190002,0.0,1.0,101
multi_turn,Clarification,elser,lastturn,nDCG@3,0.24096034208415842,0.0,0.3354120108551211,0.0,1.0,101
multi_turn,Clarification,elser,lastturn,nDCG@5,0.27181816785445545,0.0,0.34185685885736616,0.0,1.0,101
multi_turn,Clarification,elser,lastturn,nDCG@10,0.315638537790099,0.156426242,0.35098988508301865,0.0,1.0,101
multi_turn,Clarification,elser,rewrite,R@1,0.11650165016138614,0.0,0.2179257652552907,0.0,1.0,101
multi_turn,Clarification,elser,rewrite,R@3,0.2770627062673267,0.0,0.35808791196546036,0.0,1.0,101
multi_turn,Clarification,elser,rewrite,R@5,0.3769919849118812,0.3333333333,0.3880705918616808,0.0,1.0,101
multi_turn,Clarification,elser,rewrite,R@10,0.5072371522871287,0.5,0.408668669859316,0.0,1.0,101
multi_turn,Clarification,elser,rewrite,nDCG@1,0.297029702970297,0.0,0.4592287982138216,0.0,1.0,101
multi_turn,Clarification,elser,rewrite,nDCG@3,0.2982117224366337,0.0,0.37171663490231804,0.0,1.0,101
multi_turn,Clarification,elser,rewrite,nDCG@5,0.335003826790099,0.2463023887,0.35366652350548894,0.0,1.0,101
multi_turn,Clarification,elser,rewrite,nDCG@10,0.3905128948811881,0.383649139,0.3463115844718962,0.0,1.0,101
multi_turn,Clarification,elser,questions,R@1,0.045379537951485145,0.0,0.14602356757347437,0.0,1.0,101
multi_turn,Clarification,elser,questions,R@3,0.13696369636930691,0.0,0.2657756359600296,0.0,1.0,101
multi_turn,Clarification,elser,questions,R@5,0.19719471947227724,0.0,0.34915031232285926,0.0,1.0,101
multi_turn,Clarification,elser,questions,R@10,0.277652050919802,0.0,0.40596696947699673,0.0,1.0,101
multi_turn,Clarification,elser,questions,nDCG@1,0.10891089108910891,0.0,0.3130811428051808,0.0,1.0,101
multi_turn,Clarification,elser,questions,nDCG@3,0.1289027275891089,0.0,0.2445432264366339,0.0,1.0,101
multi_turn,Clarification,elser,questions,nDCG@5,0.1601102688960396,0.0,0.28583360235562233,0.0,1.0,101
multi_turn,Clarification,elser,questions,nDCG@10,0.19358078755544555,0.0,0.29734164372874433,0.0,1.0,101
multi_turn,Clarification,bm25,lastturn,R@1,0.03696369636930693,0.0,0.13479622398973767,0.0,1.0,101
multi_turn,Clarification,bm25,lastturn,R@3,0.09606317774455446,0.0,0.22397623872676126,0.0,1.0,101
multi_turn,Clarification,bm25,lastturn,R@5,0.11570014144257426,0.0,0.2506244306541841,0.0,1.0,101
multi_turn,Clarification,bm25,lastturn,R@10,0.1651343705792079,0.0,0.30135382059679877,0.0,1.0,101
multi_turn,Clarification,bm25,lastturn,nDCG@1,0.09900990099009901,0.0,0.3001649711425204,0.0,1.0,101
multi_turn,Clarification,bm25,lastturn,nDCG@3,0.10728951255742573,0.0,0.2421918966365058,0.0,1.0,101
multi_turn,Clarification,bm25,lastturn,nDCG@5,0.10966902772673268,0.0,0.23826020711398707,0.0,1.0,101
multi_turn,Clarification,bm25,lastturn,nDCG@10,0.12971483542970297,0.0,0.2503549710190501,0.0,1.0,101
multi_turn,Clarification,bm25,rewrite,R@1,0.06551155115346534,0.0,0.18339782843682687,0.0,1.0,101
multi_turn,Clarification,bm25,rewrite,R@3,0.15645921734752474,0.0,0.27707869013160336,0.0,1.0,101
multi_turn,Clarification,bm25,rewrite,R@5,0.2112446958980198,0.0,0.32674095344856563,0.0,1.0,101
multi_turn,Clarification,bm25,rewrite,R@10,0.3154644035851485,0.0,0.3935118100464727,0.0,1.0,101
multi_turn,Clarification,bm25,rewrite,nDCG@1,0.1485148514851485,0.0,0.3573832288695536,0.0,1.0,101
multi_turn,Clarification,bm25,rewrite,nDCG@3,0.1656102297950495,0.0,0.2907486716134615,0.0,1.0,101
multi_turn,Clarification,bm25,rewrite,nDCG@5,0.1847968075980198,0.0,0.2912462345866213,0.0,1.0,101
multi_turn,Clarification,bm25,rewrite,nDCG@10,0.22567837171584157,0.0,0.30175907637083216,0.0,1.0,101
multi_turn,Clarification,bm25,questions,R@1,0.03498349834851485,0.0,0.11116816466636484,0.0,0.5,101
multi_turn,Clarification,bm25,questions,R@3,0.1065299387079208,0.0,0.2539472184044593,0.0,1.0,101
multi_turn,Clarification,bm25,questions,R@5,0.13632720414950494,0.0,0.284982128069966,0.0,1.0,101
multi_turn,Clarification,bm25,questions,R@10,0.19038189533168318,0.0,0.32860160675708455,0.0,1.0,101
